Name/Entity,Entity Type,Mention Count,Number of Files
De Blas,PERSON,2,2
World Center,LOCATION,2,2
Stan Van Ronger,PERSON,2,2
Arnie Allen,PERSON,2,2
Cadiz negotiations,EVENT,2,2
Chiputlezi,PERSON,2,2
Sjoerd Haas,PERSON,2,2
Tinie,PERSON,2,2
Volkstadrat,ORGANIZATION,2,2
Piet Geus,PERSON,2,2
Stannerton,LOCATION,2,2
Cusato,ORGANIZATION,2,2
Dries Bruweijer,PERSON,2,2
Régis Deville,PERSON,2,2
General de Witt,PERSON,2,2
General Versteyn,PERSON,2,2
Ratanda,LOCATION,2,2
Grandpa Kozo,PERSON,2,2
Dr. Lucas Mangope,PERSON,2,2
LWB,ORGANIZATION,2,2
Afrikaner Boerenvolksraad,ORGANIZATION,2,2
Swazis,PERSON,2,2
People's State,LOCATION,2,2
"25th of June, 1993",DATE_TIME,2,2
Humphrey Claude,PERSON,2,2
R. V. P. R.,ORGANIZATION,2,1
Breestraatbomb,EVENT,2,2
General Nico,PERSON,2,2
Colonel Clifton Barnard,PERSON,2,2
Brigadier Leon van der Merwe,PERSON,2,2
Ventersdorp district,LOCATION,2,2
Queen Cliffie Barnard,PERSON,2,2
Potsch,LOCATION,2,2
brigadier,PERSON,2,2
Perthia police station,LOCATION,2,2
John Foster Plain,LOCATION,2,2
SHP,ORGANIZATION,2,2
Jan Groeneveld,PERSON,2,2
R. V. Abir,ORGANIZATION,2,2
Pietersburg,LOCATION,2,2
Roofmeijer,PERSON,2,2
Mr. Van Ronge,PERSON,2,2
Khazani,PERSON,2,2
Malema,PERSON,2,2
Mr. Verhoeven,PERSON,2,2
Fox Conclaves,EVENT,2,1
Afrikaner-Fox Front,ORGANIZATION,2,1
Dr. Ferdy Hartzenberg,PERSON,2,2
Boerecrisis Action,ORGANIZATION,2,2
Eugene Terblansda,PERSON,2,2
Klagsdorp,LOCATION,2,2
"18th of November, 93",DATE_TIME,2,2
bombing campaign,EVENT,2,2
Kerkstraat bomb,EVENT,2,2
General Constant Verloen,PERSON,2,2
Joens,PERSON,2,2
Fadi Wehrmacht,PERSON,2,1
BKA,ORGANIZATION,2,2
Mining Workers' Union,ORGANIZATION,2,2
Waterkloof Airport,LOCATION,2,2
Langebaan,LOCATION,2,2
IJsterplaat,LOCATION,2,2
Simonstad,LOCATION,2,2
Kaap,LOCATION,2,2
Konstantin Fouliou,PERSON,2,2
Eijsterplaat,LOCATION,2,2
The SAP,ORGANIZATION,2,2
Saipol,ORGANIZATION,2,2
Wimpie Bars,LOCATION,2,2
train tracks,LOCATION,2,2
stations,LOCATION,2,2
Anloop,LOCATION,2,2
Brie Street bombing,EVENT,2,2
Etienne LaRue,PERSON,2,2
Slomperij,LOCATION,2,2
Johnston,LOCATION,2,2
Sammy's Café,LOCATION,2,2
Jan Smat's airport,LOCATION,2,2
Popotatswana,LOCATION,2,2
Dr. Lukas Mangope,PERSON,2,2
Bambutatswana,LOCATION,2,2
Dr. Mangope,PERSON,2,2
Opa Kozo,PERSON,2,2
Greater South Africa,LOCATION,2,2
Mangope government,ORGANIZATION,2,2
Van Simonistis,PERSON,2,2
Mambato area,LOCATION,2,2
General Staff of the AWB,ORGANIZATION,2,2
LVB,ORGANIZATION,2,2
Casper vehicles,ORGANIZATION,2,2
General Nick Faurie,PERSON,2,2
Colonel Wolfhardt,PERSON,2,2
Colonel Jan Breitenbach,PERSON,2,2
General Niek,PERSON,2,2
Niek Furela,PERSON,2,1
General Wesselbauer,PERSON,2,2
Professor Altmaar Zwart,PERSON,2,2
Commando Corps,ORGANIZATION,2,2
Karel Bossoff,PERSON,2,2
West Transvaal,LOCATION,2,2
Vinterzorp,LOCATION,2,2
Koesterfontein,LOCATION,2,2
Mr. Van Rommel,PERSON,2,2
General Constant Vuldoen,PERSON,2,2
General Nick Foury,PERSON,2,2
Matkoza,LOCATION,2,2
Ndebelis,LOCATION,2,2
Bendas,LOCATION,2,2
Pedis,LOCATION,2,2
Mbatosa,PERSON,2,1
13th,DATE_TIME,2,2
Bobbita Tsoana,LOCATION,2,1
NKARTA,ORGANIZATION,2,1
Korean TV,ORGANIZATION,2,2
Tertre Blanche,PERSON,2,2
Dr. Kissinger,PERSON,2,2
Washington Okum,PERSON,2,2
Skokosa,LOCATION,2,2
Carlton Center,LOCATION,2,2
April 19,DATE_TIME,2,2
Prince Riso Zulu,PERSON,2,2
Dr. Samuel,PERSON,2,2
Pixley Samuel,PERSON,2,2
Dr. Sam,PERSON,2,2
Professor ZK Matthews,PERSON,2,2
Botelezi clan,ORGANIZATION,2,2
YMCA hall,LOCATION,2,2
lower Tugela district,LOCATION,2,2
Tugela district,LOCATION,2,2
Dr. Zami Korn,PERSON,2,2
Cape Town Congress,EVENT,2,2
Albert Luturi,PERSON,2,2
Synod,EVENT,2,2
Congress of the Anglican Communion,EVENT,2,2
Mrs. Adelaide Tambo,PERSON,2,2
"Muswell Road, London",LOCATION,2,2
Bureau for State Security,ORGANIZATION,2,2
Klopas Nsibande,PERSON,2,2
Okhauteng,ORGANIZATION,2,2
Princess Mojina,PERSON,2,2
President Hastings Banda,PERSON,2,2
Robert Kennedy,PERSON,2,2
Archbishop of Durban,PERSON,2,2
Lazarus,PERSON,2,2
Territorial Authority,ORGANIZATION,2,2
President Banda,PERSON,2,2
Lucas Mengope,PERSON,2,2
Dr. Abando,PERSON,2,2
economic sanctions and disinvestment,EVENT,2,2
Dr. Anthea Jeffrey,PERSON,2,2
Trans-Sky,LOCATION,2,2
Sea-Sky,LOCATION,2,2
Mr. Hugo,PERSON,2,2
18 months,DATE_TIME,2,2
Joshua Zulu,PERSON,2,2
P. H. Smelane,PERSON,2,2
Mr. Kumaru,PERSON,2,2
Matlabatine,LOCATION,2,2
Ndunus,PERSON,2,2
amakosi,PERSON,2,2
"29th of January, 1991",DATE_TIME,2,2
Taylor's Halt,LOCATION,2,2
Daluk Polo Lutuli,PERSON,2,2
JZ Kamalo,PERSON,2,2
Anthea Jeffries,PERSON,2,2
Gwashan,LOCATION,2,2
Mr Kuala,PERSON,2,2
Mpangeni,LOCATION,2,2
Konstantin Trudeau,PERSON,2,2
Kozak,PERSON,2,2
Martinus van Schaalweg,PERSON,2,2
Mr. Ndovu,PERSON,2,2
Zulu march,EVENT,2,2
Creighton massacre,EVENT,2,2
Ms. Slovo,PERSON,2,2
Lieutenant General Roy Dearing,PERSON,2,2
Roy Dearing,PERSON,2,2
KwaZulu police force,ORGANIZATION,2,2
Scorpions,ORGANIZATION,2,2
Flakplas,ORGANIZATION,2,2
Professor Okumu,PERSON,2,2
Butenezi,PERSON,2,2
southern district,LOCATION,2,2
President Mnchung,PERSON,2,2
Dr. Salim Ahmed Salim,PERSON,2,2
Kayseri,LOCATION,2,2
Dr. Kournouf,PERSON,2,2
monarchy,ORGANIZATION,2,2
king,PERSON,2,2
Principal Tlaizi,PERSON,2,1
Oliver Tambo house,LOCATION,2,2
Mr. Ndevene,PERSON,2,2
Mr. Ndebele,PERSON,2,2
Irene,PERSON,2,2
Winera Compound,LOCATION,2,2
Ilo Street Extension,LOCATION,2,2
Andrew Mulangan,PERSON,2,2
Mr. Choete,PERSON,2,2
President Mbegi,PERSON,2,2
Mr. Obama,PERSON,2,2
King Shaka's grave,LOCATION,2,2
chiefs,PERSON,2,2
Mr. Peggy,PERSON,2,2
Ms. Mabiyakulu,PERSON,2,2
Chapter 7 and 12 of the Constitution,EVENT,2,2
Mr. Peter Smith,PERSON,2,2
Principal Selesi,PERSON,2,1
"April 7th, 1992",DATE_TIME,2,2
Daniele,PERSON,2,2
Zanele,PERSON,2,2
Somi,PERSON,2,2
Pine Town,LOCATION,2,2
Malaba Training Camp,LOCATION,2,2
Mlava,PERSON,2,1
Bulawela,PERSON,2,1
Baba Antoinette,PERSON,2,1
Danupolo,PERSON,2,2
Tandana,LOCATION,2,1
Mrs. Crowley,PERSON,2,2
Taluk Polo,PERSON,2,2
Perotola,PERSON,2,2
Ulud,LOCATION,2,2
Lawville House,LOCATION,2,2
Sanele,PERSON,2,2
Naye,PERSON,2,2
Ngenchoni,LOCATION,2,2
Kamastola,LOCATION,2,2
Tipi,LOCATION,2,2
Dr. Mangusutu Putilezi,PERSON,2,2
Marispek,LOCATION,2,2
Ngoba,PERSON,2,2
Guadalcanal government,ORGANIZATION,2,2
JZ Kumalo,PERSON,2,2
MJ,PERSON,2,2
Bangalela,LOCATION,2,2
Mapuisa,LOCATION,2,1
Ntandane,LOCATION,2,1
Constant Verloen,PERSON,2,2
April 93,DATE_TIME,2,2
June 93,DATE_TIME,2,2
middle of 1993,DATE_TIME,2,2
George Mehring,PERSON,2,2
General Strain,PERSON,2,2
Goldstone Report,EVENT,2,2
December 92,DATE_TIME,2,2
National intelligence,ORGANIZATION,2,2
folk start,EVENT,2,2
transitional constitution,EVENT,2,2
76 bombs,EVENT,2,2
Dutch Goldstone,PERSON,2,2
Kahn committee,ORGANIZATION,2,2
Professor Kahn,PERSON,2,2
Eugene Ter Blanche,PERSON,2,2
Chappell,PERSON,2,2
SCACUSA,LOCATION,2,2
8th of April 1994,DATE_TIME,2,2
Prince Bortolese,PERSON,2,2
Kings Velotini,PERSON,2,2
King Sveletini,PERSON,2,2
Professor Okuma,PERSON,2,2
Peter Harris,PERSON,2,2
Prince Wittelese,PERSON,2,2
June 1992,DATE_TIME,2,2
Leipzig option,EVENT,2,2
Roofmeyer,PERSON,2,2
Appler raid,EVENT,2,2
Apla,ORGANIZATION,2,2
"2nd of February, 1990",DATE_TIME,2,2
"2nd of February, 1919",DATE_TIME,2,2
Race Classification Act,EVENT,2,2
Minister Malan,PERSON,2,2
General van der Merwe,PERSON,2,2
Puk Buita,PERSON,2,2
General Constant van Zoon,PERSON,2,2
Mr. Quinton,PERSON,2,1
Franz,PERSON,2,2
Bofana,ORGANIZATION,2,1
46664 campaign,ORGANIZATION,2,2
Paul de Toit,PERSON,2,1
Comrade Baliga,PERSON,2,1
Dikata Mandela,PERSON,2,1
Robert Allen Physics,ORGANIZATION,2,1
Mandela Rhodes Scholars,ORGANIZATION,2,1
Stefania,PERSON,2,1
Mandela Road scholars,ORGANIZATION,2,1
Hunter Foundation,ORGANIZATION,2,1
Muhammad Yunus,PERSON,2,2
Prav,PERSON,2,2
Lucy Bongela,PERSON,2,1
Bongim Kovela,PERSON,2,1
African child,ORGANIZATION,2,1
90th birthday celebrations,EVENT,2,2
HIV AIDS campaign,ORGANIZATION,2,2
Rio de Janeiro,LOCATION,2,2
Clarence Seedorf,PERSON,2,2
Walter Sisulu Center,ORGANIZATION,2,2
July 12th,DATE_TIME,2,2
Heimerich,PERSON,2,1
Mandela House,LOCATION,2,1
Rhodes University,ORGANIZATION,2,2
Aunt Albertina,PERSON,2,1
Mrs. Machel,PERSON,2,2
the elders,ORGANIZATION,2,1
Prince Banda,PERSON,2,2
Lockerbie talks,EVENT,2,1
Lion King,EVENT,2,2
President Sarkozy,PERSON,2,2
Escom,ORGANIZATION,2,1
Orange,LOCATION,2,2
Grameen Bank,ORGANIZATION,2,1
Mohamed Youlou,PERSON,2,1
Madiba's birthday,DATE_TIME,2,2
Mohamed Yunus,PERSON,2,1
Madam President,PERSON,2,2
Dr. Nkurunziza,PERSON,2,1
President Ouad,PERSON,2,1
Dr. Hassan,PERSON,2,2
Albert van den Berg,PERSON,2,2
Lindsey,PERSON,2,2
Ken Livingstone,PERSON,2,2
Centre of Memory,ORGANIZATION,2,2
Chantal,PERSON,2,2
Ray Inquist,PERSON,2,1
Mrs. Sinani,PERSON,2,1
Gold for Africa,ORGANIZATION,2,1
Ahmad Danko,PERSON,2,2
Ellie Campbell,PERSON,2,2
Clarence,PERSON,2,2
Bayern Munich,ORGANIZATION,2,1
Allianz Arena,LOCATION,2,1
Ahmad Dango,PERSON,2,2
Golf for Africa,EVENT,2,2
Schools for Africa,ORGANIZATION,2,2
Mr. Roy,PERSON,2,2
Sergio Ramos,PERSON,2,2
Kaká,PERSON,2,2
Gattuso,PERSON,2,2
Nesta,PERSON,2,2
Michael Schumacher,PERSON,2,2
World Cup final,EVENT,2,2
Grace Adams,PERSON,2,1
Danny K,PERSON,2,1
Medeva,PERSON,2,2
Vimla,PERSON,2,2
The Mandela Presidency,EVENT,2,1
Nelson Mandela Children's Fund Invitational,EVENT,2,1
Toko,PERSON,2,2
Chris Saunders,PERSON,2,1
Enrum Langin,PERSON,2,1
Shadrack,PERSON,2,1
Bishop N Paswana,PERSON,2,1
Volodya Nikov,PERSON,2,1
Dr. Motlana,PERSON,2,1
30th of October,DATE_TIME,2,1
Peter Ntete,PERSON,2,2
annual lecture,EVENT,2,2
5th of August,DATE_TIME,2,1
Mayor,PERSON,2,1
Blaise,PERSON,2,1
Bushi,PERSON,2,2
August 20th,DATE_TIME,2,1
Mr. Kithrata,PERSON,2,1
20th of August,DATE_TIME,2,2
MandelaLink,ORGANIZATION,2,1
the 9th,DATE_TIME,2,2
Buyi,PERSON,2,2
Shirley Bassey,PERSON,2,1
Mrs. Flo,PERSON,2,1
Medivh,PERSON,2,2
Shadrach,PERSON,2,2
Mugela,PERSON,2,1
Mandela.org,ORGANIZATION,2,1
Vern,PERSON,2,2
Naledi Pandur,PERSON,2,2
Elf Kamalo,PERSON,2,1
Mlodi,PERSON,2,1
Trinidad,LOCATION,2,2
Jack Warner,PERSON,2,2
Sir Elton John,PERSON,2,2
Siobhan,PERSON,2,1
Trinidad and Tobago,LOCATION,2,1
Mr. Warner,PERSON,2,1
Prince Harry,PERSON,2,1
British Queen,PERSON,2,2
Professor Hawking,PERSON,2,1
Mozambican artist,PERSON,2,1
Samuel Beloy,PERSON,2,1
Douglas Gibson,PERSON,2,1
D.A.,ORGANIZATION,2,1
Aldana,PERSON,2,1
John Samuels,PERSON,2,1
Halima,PERSON,2,2
Phyllis,PERSON,2,1
Tromsø,LOCATION,2,2
Butch James,PERSON,2,1
Vikas,PERSON,2,1
Buzi Kama,PERSON,2,1
Oz,PERSON,2,1
Bobby Skinshead,PERSON,2,1
Richard Branson,PERSON,2,2
AIDS foundation,ORGANIZATION,2,1
Watford,ORGANIZATION,2,1
Bangura,PERSON,2,1
Sir Alton,PERSON,2,1
Mr. Majeh,PERSON,2,1
Maggie Govender,PERSON,2,1
Tite,PERSON,2,2
Leeftkulu,LOCATION,2,1
JSE,ORGANIZATION,2,1
Namibian Stock Exchanges,ORGANIZATION,2,1
Hossi Shudin,PERSON,2,1
Mr. Nandyara,PERSON,2,1
Kuliswa,PERSON,2,1
Ndileka,PERSON,2,1
John Reinders,PERSON,2,1
Susumu family,PERSON,2,1
Walter Sisulu Unit,ORGANIZATION,2,1
Tumi,PERSON,2,1
Ash Bishop,PERSON,2,1
Teve Investments,ORGANIZATION,2,1
Matthew Sposer,PERSON,2,1
Forge Marketing,ORGANIZATION,2,1
Marci Sulu,PERSON,2,1
Alzon,PERSON,2,1
Mike Plitt,PERSON,2,1
Ndoba,PERSON,2,1
Anonedie Graat,PERSON,2,1
Christie's,ORGANIZATION,2,1
Gula,PERSON,2,1
Mugazumi,LOCATION,2,1
Tito Mbuheni,PERSON,2,1
Wendy Woods,PERSON,2,1
Ian Walters,PERSON,2,1
Tower of London,LOCATION,2,1
Red Cross Children's Hospital,ORGANIZATION,2,1
NetCare,ORGANIZATION,2,1
Nat Bregman,PERSON,2,1
Sesame Street,ORGANIZATION,2,1
Takalami Sesame,ORGANIZATION,2,1
Alfre,PERSON,2,1
Mavis,PERSON,2,1
Barack Obama,PERSON,2,1
ANSA,ORGANIZATION,2,1
Madam Grasa,PERSON,2,1
Savannah,PERSON,2,1
Sienna,PERSON,2,1
Cle,PERSON,2,1
Neil Diamond,PERSON,2,1
Obasanjo,PERSON,2,1
Marymount Hospital,LOCATION,2,1
Helen Keller,PERSON,2,1
Harvard Law School,ORGANIZATION,2,1
Mo,PERSON,2,1
Princess Caroline,PERSON,2,1
United Kingdom of Africa,LOCATION,2,1
Mare Mondial,ORGANIZATION,2,1
Vandella,PERSON,2,1
"February 17, 2011",DATE_TIME,1,1
Lynwood,LOCATION,1,1
Jonas Wongwa,PERSON,1,1
Amanda Records,ORGANIZATION,1,1
centenary celebrations,EVENT,1,1
Migration,EVENT,1,1
Yolissa,PERSON,1,1
Amanka,ORGANIZATION,1,1
Gungwa,PERSON,1,1
Bo Arr,PERSON,1,1
Mahamanda,ORGANIZATION,1,1
president of the organization,PERSON,1,1
Nkudi,PERSON,1,1
Yalisa,PERSON,1,1
Amalfi,ORGANIZATION,1,1
Sijuana,LOCATION,1,1
Gwang,PERSON,1,1
AMANZA,ORGANIZATION,1,1
Exar,ORGANIZATION,1,1
Kositsile,PERSON,1,1
Walise Rot,PERSON,1,1
Arts and Culture,ORGANIZATION,1,1
Hauting,LOCATION,1,1
Popol,LOCATION,1,1
Dr. Alphabet Emaluk,PERSON,1,1
Department of Music,ORGANIZATION,1,1
Kaifer Zemleta,PERSON,1,1
woodpeckers,ORGANIZATION,1,1
Kadzinjamma kids,ORGANIZATION,1,1
Katsinjema kids,ORGANIZATION,1,1
"B, a boy in Gwenya",PERSON,1,1
Heidelstein Jazz Band,ORGANIZATION,1,1
Docky House,LOCATION,1,1
Ilo Street,LOCATION,1,1
John Masters,PERSON,1,1
Katsinjama kids,ORGANIZATION,1,1
Marquee Davasi,PERSON,1,1
Kipungwa Ketse,PERSON,1,1
Kibimu Egezi,PERSON,1,1
Dennis Nene,PERSON,1,1
Swanky Sports,ORGANIZATION,1,1
Tokehouse,LOCATION,1,1
Ubuhi Umasikela,PERSON,1,1
Odwala Brandt,PERSON,1,1
Kiki Muketi,PERSON,1,1
jazz epistles,ORGANIZATION,1,1
Tokyo House,LOCATION,1,1
Lantana,LOCATION,1,1
Gipi Mwegeti,PERSON,1,1
Nada,PERSON,1,1
Bo Dambuza,PERSON,1,1
Obra,PERSON,1,1
Joe Mukhoji,PERSON,1,1
Spolo,PERSON,1,1
Ian Bernhardt,PERSON,1,1
Doke House,ORGANIZATION,1,1
Gwanwa,PERSON,1,1
Grandma,PERSON,1,1
letter,PERSON,1,1
Gwawa,PERSON,1,1
Oga Boga,EVENT,1,1
Halise Ludi Khanna,EVENT,1,1
Neda,PERSON,1,1
Brawa,PERSON,1,1
Pata Pata,EVENT,1,1
Columbia Records,ORGANIZATION,1,1
Bubulina,EVENT,1,1
Gowa,PERSON,1,1
Gwangwae Gwangwae,PERSON,1,1
Gwangwae,PERSON,1,1
Kambu,EVENT,1,1
O'Keeffe Theater,LOCATION,1,1
La Fonda project,EVENT,1,1
Yagobutswana,EVENT,1,1
Lake Constanta,LOCATION,1,1
Gwambwa,PERSON,1,1
Kwambwa,PERSON,1,1
Kwakuwa,PERSON,1,1
Sibelia,PERSON,1,1
New York School of Music,ORGANIZATION,1,1
Martin Toombs,PERSON,1,1
Yellow Book,EVENT,1,1
Heb Alpert,PERSON,1,1
Hugh Masiga,PERSON,1,1
Alphard,PERSON,1,1
Hebalpet,PERSON,1,1
Hugh Massivella,PERSON,1,1
Charles Gwanga,PERSON,1,1
Hibalpet,PERSON,1,1
Ogawa,PERSON,1,1
A&M,ORGANIZATION,1,1
Hepatitis B,PERSON,1,1
Bizona,LOCATION,1,1
Mounted Bull's Yellow Book,EVENT,1,1
Blue Flowers of the Nation,EVENT,1,1
Boko Angwa,PERSON,1,1
Kumanga,ORGANIZATION,1,1
Mpambanga,ORGANIZATION,1,1
Heal Yourself,EVENT,1,1
Soviet Heroes,EVENT,1,1
Samsha Kong,PERSON,1,1
Leta Bulu,PERSON,1,1
Kaifa Suminyan,PERSON,1,1
October 2010,DATE_TIME,1,1
Sibana Gwangwa,PERSON,1,1
Clement Mazibugo,PERSON,1,1
Ndedele Sibana,PERSON,1,1
Ravastat,LOCATION,1,1
Kretoria,LOCATION,1,1
Ramo Hall,PERSON,1,1
Kenyan school,ORGANIZATION,1,1
Saint Petersburg,LOCATION,1,1
Ronello,PERSON,1,1
Kaye House,LOCATION,1,1
Mabuya,LOCATION,1,1
Pali,LOCATION,1,1
Gobertz University,ORGANIZATION,1,1
Chinco,PERSON,1,1
Kwan Kwan,PERSON,1,1
Kutsa,LOCATION,1,1
Mula Pimu,LOCATION,1,1
John Ratt,PERSON,1,1
King Kongu,PERSON,1,1
Bona,PERSON,1,1
Nali Hu,PERSON,1,1
Baccarat scholarship,ORGANIZATION,1,1
Cabana,PERSON,1,1
Cabernet Sauvignon,PERSON,1,1
Hagerstein,PERSON,1,1
six years,DATE_TIME,1,1
Jazzy Pistols,ORGANIZATION,1,1
Tsava,LOCATION,1,1
Kinyala,LOCATION,1,1
Barren Kagwonwa,PERSON,1,1
Nafu Mokhai,PERSON,1,1
Mona Kaido Nafu Mokhai,PERSON,1,1
Prasen,PERSON,1,1
Daisy Nompumele Luchiluane,PERSON,1,1
January 8th statements,EVENT,1,1
11th Youth and Students Festival,EVENT,1,1
Mboskulu,ORGANIZATION,1,1
Givashi,LOCATION,1,1
Amantla Cultural Ensemble,ORGANIZATION,1,1
all-Africa,EVENT,1,1
Benguela,LOCATION,1,1
Bojuma Sigela,PERSON,1,1
Bomeria Mageva,PERSON,1,1
Ammanza,ORGANIZATION,1,1
Bompo,PERSON,1,1
Mkwele,PERSON,1,1
Bobbery White,EVENT,1,1
Mpakana,PERSON,1,1
Beriwai,PERSON,1,1
Boba Makatini,PERSON,1,1
Babu Zuma,PERSON,1,1
Guthard,PERSON,1,1
South African public,LOCATION,1,1
Jonas Gwong,PERSON,1,1
Gbongo,PERSON,1,1
Norwegian Aid,ORGANIZATION,1,1
NorEd,ORGANIZATION,1,1
Rawali,PERSON,1,1
Queen Ethel Devine,PERSON,1,1
Queen Ethendaba,PERSON,1,1
Amanza,ORGANIZATION,1,1
Bochif,PERSON,1,1
John Oswondo,PERSON,1,1
Johannesburg Theater,ORGANIZATION,1,1
Royal Albert,LOCATION,1,1
Sis Lindywe,PERSON,1,1
Lindywe Mabuzi,PERSON,1,1
Sislindi,PERSON,1,1
Ndondra,PERSON,1,1
Amandla Cultural Group,ORGANIZATION,1,1
Bohu,PERSON,1,1
Bohs,PERSON,1,1
Sofimthu,PERSON,1,1
Tata Mandela,PERSON,1,1
Four Part Harmony,EVENT,1,1
IDEP,ORGANIZATION,1,1
Comrade Jonas,PERSON,1,1
Chakma Kubani,PERSON,1,1
Sis Esther,PERSON,1,1
Sam Roberts,PERSON,1,1
Comrade Mashatile,PERSON,1,1
Timba Wakashe,PERSON,1,1
Kosisile Mahala,PERSON,1,1
Okoloi Livorno,PERSON,1,1
27th April,DATE_TIME,1,1
King Kong Jazz Opera,ORGANIZATION,1,1
Newport Jazz Festival,EVENT,1,1
Jonah Squawley,PERSON,1,1
Rache G,PERSON,1,1
Wilbur Jonas,PERSON,1,1
Amangka Cultural Unit,ORGANIZATION,1,1
Bukhaipo,LOCATION,1,1
Darius Brubeck,PERSON,1,1
Victor Ndori,PERSON,1,1
Armando Cultural Unit,ORGANIZATION,1,1
Rashid Vani,PERSON,1,1
Sun label,ORGANIZATION,1,1
Fulbright scholarship,ORGANIZATION,1,1
Bloomington,LOCATION,1,1
PhD program,EVENT,1,1
Zen Mawana,PERSON,1,1
Bozie,PERSON,1,1
Franz Horace,PERSON,1,1
Ibra Jonas,PERSON,1,1
Erika Ibra Jonas,PERSON,1,1
Bara Jonas,PERSON,1,1
Mpata,PERSON,1,1
Jonas Gwawa,PERSON,1,1
Brad Jordan,PERSON,1,1
And Dren Mafuku,PERSON,1,1
Buku Uluman,PERSON,1,1
Amanga Band,ORGANIZATION,1,1
Thomas Kowloon,PERSON,1,1
Manor family,PERSON,1,1
Nivella,PERSON,1,1
AusViolet,PERSON,1,1
Jody,PERSON,1,1
Kwama band,ORGANIZATION,1,1
Nagware,LOCATION,1,1
Kayamakau,PERSON,1,1
Kaya Mashawu,PERSON,1,1
Sidney Mlesi,PERSON,1,1
Vivi,PERSON,1,1
Jetro Shasha,PERSON,1,1
Armona,PERSON,1,1
Rasawa School,ORGANIZATION,1,1
Bujezo,ORGANIZATION,1,1
Braco Jonas,PERSON,1,1
inauguration of opening the school,EVENT,1,1
Johnny Mayhawk,PERSON,1,1
Mzamo,PERSON,1,1
Southern Sun,LOCATION,1,1
Herb Albert,PERSON,1,1
John Sinbaba,PERSON,1,1
Kiman,PERSON,1,1
Professor Nathaniel,PERSON,1,1
David Baker,PERSON,1,1
Amandla Cultural Wing,ORGANIZATION,1,1
Chief Smudo Piano,PERSON,1,1
Bragwigwe Mkhwebia,PERSON,1,1
Capitol Records,ORGANIZATION,1,1
Chips Modopiani,PERSON,1,1
Bojeje Johnson,PERSON,1,1
Odin Cinema,LOCATION,1,1
Jack Pannell,PERSON,1,1
Pinocchio Mukaling,PERSON,1,1
Rachido,PERSON,1,1
G Club,LOCATION,1,1
Goh Chingi,PERSON,1,1
Malibani,LOCATION,1,1
Mary Bledbetts,PERSON,1,1
Peter Rizant,PERSON,1,1
Brad Wigway,PERSON,1,1
Chair Chips,PERSON,1,1
King Force,PERSON,1,1
Zulu Boy,PERSON,1,1
Rediffusion,ORGANIZATION,1,1
Odin,LOCATION,1,1
Bebop era,DATE_TIME,1,1
Benjamin Social Center,LOCATION,1,1
Safaritown,LOCATION,1,1
Brad Whitwick,PERSON,1,1
George McKinney,PERSON,1,1
Knox Kalau,PERSON,1,1
Glenn Miller,PERSON,1,1
Saudia,PERSON,1,1
Connect,ORGANIZATION,1,1
Glenn Millars,PERSON,1,1
Sofatown,LOCATION,1,1
Goma Frenichen,LOCATION,1,1
Goma Everton,LOCATION,1,1
Mary Blackbirds,ORGANIZATION,1,1
Moonbeach,ORGANIZATION,1,1
African Swingsters,ORGANIZATION,1,1
King Kong band,ORGANIZATION,1,1
Harrison Jones band,ORGANIZATION,1,1
King Kong Band,ORGANIZATION,1,1
Jazza Pistols,ORGANIZATION,1,1
State of emergency,EVENT,1,1
Chucky Parker,PERSON,1,1
Brad Zakes,PERSON,1,1
Brad Tamey,PERSON,1,1
JP Hostel,LOCATION,1,1
Wula Hall,LOCATION,1,1
Uma Rancho,LOCATION,1,1
Quigley's,ORGANIZATION,1,1
Bloom-Fontaine,LOCATION,1,1
Cabbage,PERSON,1,1
Donaldson Community Center,LOCATION,1,1
million hockey,EVENT,1,1
Pinocchio Magallan,PERSON,1,1
Dr. Chow,PERSON,1,1
Peter's bed,LOCATION,1,1
Suffolk Town,LOCATION,1,1
Anglican church hymnal,ORGANIZATION,1,1
English ancient and modern hymnal,ORGANIZATION,1,1
Bella Foncho,PERSON,1,1
John Cartwright,PERSON,1,1
Babyface,PERSON,1,1
Olu,PERSON,1,1
Red Indians,PERSON,1,1
NIMAD,ORGANIZATION,1,1
Lebanese African,PERSON,1,1
Perafonte singers,ORGANIZATION,1,1
Manan,ORGANIZATION,1,1
Nacre,ORGANIZATION,1,1
Horikete Amani,PERSON,1,1
"Bali, Africa",EVENT,1,1
Baleta,PERSON,1,1
Utle Aduka,PERSON,1,1
Twanzo Hutsi,PERSON,1,1
Balovedu,LOCATION,1,1
Badogwa,LOCATION,1,1
Red Point,LOCATION,1,1
Wemba,LOCATION,1,1
Wemba Hostel,LOCATION,1,1
Bonaventure,PERSON,1,1
Fujiwara,PERSON,1,1
Ballet Africain,ORGANIZATION,1,1
Southern Zaire,LOCATION,1,1
Adige,LOCATION,1,1
Maria Assambol,PERSON,1,1
Dennard Feather,PERSON,1,1
Quineth Ndab,PERSON,1,1
Kyfer Semenya,PERSON,1,1
Chabu,PERSON,1,1
Kanyele,PERSON,1,1
Frank Williams,PERSON,1,1
Claude Depper,PERSON,1,1
Dave DeVries,PERSON,1,1
Bekim Selek,PERSON,1,1
Dave Bailey,PERSON,1,1
Toby Johnny,PERSON,1,1
Laki Ramku,PERSON,1,1
Penise,PERSON,1,1
